dates,coin,date,prices,market_caps,total_vol
2022-11-04,polkadot,1667606400000.0,7.070667814964063,8273263731.217569,596760256.7645359
2022-11-05,polkadot,1667692800000.0,7.019881861679114,8216821124.383448,524853725.39645594
2022-11-06,polkadot,1667779200000.0,6.8191786227324425,7966513124.6598425,386646382.141361
2022-11-07,polkadot,1667865600000.0,7.119434896729182,8316417040.695849,580552457.0833167
2021-12-31,solana,1640995200000.0,170.1966082645718,52907181305.50652,1380634374.4823568
2022-01-01,solana,1641081600000.0,178.88879762342907,55089640249.096664,960138212.5274444
2022-01-02,solana,1641168000000.0,176.32149989503122,54604426218.58956,846802662.8993707
2022-01-03,solana,1641254400000.0,170.57083886740085,52886550470.82176,1152100392.329671
2022-01-04,solana,1641340800000.0,168.0394848714517,52272480718.14088,1361207424.18007
2022-01-05,solana,1641427200000.0,155.71670664692078,48184360964.1156,1980976064.6564603
2022-01-06,solana,1641513600000.0,150.72362465772903,46854691785.8186,1922945442.8085198
2022-01-07,solana,1641600000000.0,136.6133086353095,42610750948.59599,2713161094.7767363
2022-01-08,solana,1641686400000.0,142.37691491093904,44680435604.26222,2495097582.9222703
2022-01-09,solana,1641772800000.0,140.97069019412947,43844556062.79441,1383486991.2692618
2022-01-10,solana,1641859200000.0,135.98215275078118,42320546842.20343,1797340432.3285239
2022-01-11,solana,1641945600000.0,140.2633692449685,43823867475.83328,1407732234.4002852
2022-01-12,solana,1642032000000.0,151.92225384391546,47534063482.95965,2048461630.20183
2022-01-13,solana,1642118400000.0,146.8991625118502,45924153329.20764,1972169296.5769014
2022-01-14,solana,1642204800000.0,146.31283636345285,45849250868.07178,1627092109.7732365
2022-01-15,solana,1642291200000.0,147.70351003866236,46337099650.87288,1003160676.7114657
2022-01-16,solana,1642377600000.0,147.94236767494985,46450557289.26664,1064526626.2870606
2022-01-17,solana,1642464000000.0,140.0483723855377,44032309573.9257,1342939698.2979736
2022-01-18,solana,1642550400000.0,141.634144063378,44575080930.62185,1327500384.0270393
2022-01-19,solana,1642636800000.0,135.5936205367398,42848572759.496826,1310094891.479366
2022-01-20,solana,1642723200000.0,128.56948450207307,40727678847.05303,1371674053.2248023
2022-01-21,solana,1642809600000.0,111.77542786353777,35070043876.86985,3853056390.3720913
2022-01-22,solana,1642896000000.0,94.51541078123918,29665575896.047955,4095835932.6350746
2022-01-23,solana,1642982400000.0,99.69162217459098,31290905178.53205,2611991894.5389414
2022-01-24,solana,1643068800000.0,91.91541131637003,28909954628.237045,4359827042.558423
2022-01-25,solana,1643155200000.0,95.09282864333939,30084800205.779095,2614011846.1962757
2022-01-26,solana,1643241600000.0,92.24801292004712,29243771848.310368,2847753595.488201
2022-01-27,solana,1643328000000.0,89.60158614183815,28179557560.867977,2421524797.0656857
2022-01-28,solana,1643414400000.0,91.42580267920562,28786945733.928276,1882874786.6910908
2022-01-29,solana,1643500800000.0,96.17869128153504,30216232718.877556,1478946858.3603432
2022-01-30,solana,1643587200000.0,93.40252902879779,29427732656.729218,941974724.429482
2022-01-31,solana,1643673600000.0,99.88984753621435,31354693276.844906,1715569710.5342922
2022-02-01,solana,1643760000000.0,110.12732330616494,34784263657.23243,3097993266.654722
2022-02-02,solana,1643846400000.0,101.8292164519742,31975373921.89307,2979450302.616579
2022-02-03,solana,1643932800000.0,100.87832034717168,31833368519.650074,2283972523.6144795
2022-02-04,solana,1644019200000.0,112.48079518340074,35127905584.898895,2844877285.5932903
2022-02-05,solana,1644105600000.0,114.33315412383556,36087037718.41055,2104149883.5664315
2022-02-06,solana,1644192000000.0,115.2834781341491,36521264719.12104,1281443040.6022959
2022-02-07,solana,1644278400000.0,117.67187313780884,37305112916.66873,2230152722.515911
2022-02-08,solana,1644364800000.0,113.69745549618692,36125330680.249535,2354525277.711969
2022-02-09,solana,1644451200000.0,114.34358742446604,36294064610.281944,1634212051.3702943
2022-02-10,solana,1644537600000.0,106.41810262178213,33826915836.727123,1963719800.2645695
2022-02-11,solana,1644624000000.0,96.46324431285534,30597070580.09104,1738208639.1534996
2022-02-12,solana,1644710400000.0,95.70003429059713,30347618773.26294,1336515340.137724
2022-02-13,solana,1644796800000.0,93.36714504855237,29672733160.79642,910049119.2353679
2022-02-14,solana,1644883200000.0,96.44224243421378,30784741416.87896,1364915626.6617208
2022-02-15,solana,1644969600000.0,104.85069673096622,33579862333.60316,1630619496.195204
2022-02-16,solana,1645056000000.0,101.95613259465958,32707737720.154152,1473078677.1202588
2022-02-17,solana,1645142400000.0,93.4045235835354,29918359231.26159,1463178693.3773677
2022-02-18,solana,1645228800000.0,90.10899056118771,28828455911.828396,1290677352.6433926
2022-02-19,solana,1645315200000.0,91.60559213966147,29209068299.47004,836883423.9090565
2022-02-20,solana,1645401600000.0,90.80316641928688,29261491189.686405,1428521632.3321967
2022-02-21,solana,1645488000000.0,83.14387140523519,26727888651.40893,2247461489.9635487
2022-02-22,solana,1645574400000.0,86.57269722666857,27744256745.686615,1577877587.2386572
2022-02-23,solana,1645660800000.0,85.26903088293193,27294663661.65063,1761310724.440881
2022-02-24,solana,1645747200000.0,89.05132726925892,28497445445.309517,4075674086.526734
2022-02-25,solana,1645833600000.0,92.73641556746163,29919961866.348053,2417499269.8008738
2022-02-26,solana,1645920000000.0,90.10798522206623,28767659413.525894,1316252928.3341599
2022-02-27,solana,1646006400000.0,85.56819666616444,27360038516.30834,1559328417.4245245
2022-02-28,solana,1646092800000.0,99.57917400308274,31846087892.82589,2674553479.2180743
2022-03-01,solana,1646179200000.0,98.75845247572444,31569373571.96833,2476563020.453062
2022-03-02,solana,1646265600000.0,100.78986523175992,32379126078.839725,2951039198.751416
2022-03-03,solana,1646352000000.0,95.55882629437178,30435232238.200184,1795535826.5550518
2022-03-04,solana,1646438400000.0,88.2451628518882,28319787092.93302,2029343357.151517
2022-03-05,solana,1646524800000.0,89.78895188514215,28439402258.606415,1164108659.2733207
2022-03-06,solana,1646611200000.0,84.63923583859497,26835926882.34714,1139246888.3328228
2022-03-07,solana,1646697600000.0,82.06724918865827,26300808792.830048,1884457926.903441
2022-03-08,solana,1646784000000.0,82.25360674455618,26425486647.51813,1704061421.1695168
2022-03-09,solana,1646870400000.0,88.185052838507,28509710713.35766,2082131364.035624
2022-03-10,solana,1646956800000.0,83.02500801904657,26526485356.294556,1706781764.3768432
2022-03-11,solana,1647043200000.0,80.69121367419427,26163052143.35841,1382838751.097293
2022-03-12,solana,1647129600000.0,81.60999773356421,26366084285.169167,776192786.1232313
2022-03-13,solana,1647216000000.0,78.99818199674436,25452866391.0416,949636517.694404
2022-03-14,solana,1647302400000.0,81.16870194524185,26140341333.7746,1317770720.4689145
2022-03-15,solana,1647388800000.0,82.94439063872372,26592730954.19203,1247125823.1505735
2022-03-16,solana,1647475200000.0,87.84993508447106,27984951680.550426,1872435776.0194497
2022-03-17,solana,1647561600000.0,87.96768776096062,28483849999.645226,1939375410.1723945
2022-03-18,solana,1647648000000.0,89.90595375292516,28795996368.61534,2216690010.2438216
2022-03-19,solana,1647734400000.0,92.40408532356939,29598406487.051815,1493437229.1232493
2022-03-20,solana,1647820800000.0,88.59618802144291,28394223139.824287,954767656.0285732
2022-03-21,solana,1647907200000.0,88.7701729513472,28382479439.33157,1145750669.0417037
2022-03-22,solana,1647993600000.0,90.50413587116581,29048148956.10171,1405727754.2331312
2022-03-23,solana,1648080000000.0,94.9197584526827,30612053298.879955,1433431548.5448608
2022-03-24,solana,1648166400000.0,102.1802283204168,32979523332.775997,2412096877.261528
2022-03-25,solana,1648252800000.0,98.6467426834056,31980590349.304367,1817213990.6348524
2022-03-26,solana,1648339200000.0,101.64121040495988,33176556212.500633,1009509747.3725619
2022-03-27,solana,1648425600000.0,106.90984972476438,34802243172.81474,1301984880.0039117
2022-03-28,solana,1648512000000.0,106.24001892236811,34753559141.629364,2396330997.762824
2022-03-29,solana,1648598400000.0,111.74644646494659,36192035879.28324,2434694052.670127
2022-03-30,solana,1648684800000.0,120.6985421756732,39218225944.819916,3208462667.358372
2022-03-31,solana,1648771200000.0,122.76130420785864,40036171559.14788,3421557221.672948
2022-04-01,solana,1648857600000.0,134.3709278834371,43736096533.81698,3831716307.2558904
2022-04-02,solana,1648944000000.0,132.265543980239,43260457424.49813,2989201592.6587396
2022-04-03,solana,1649030400000.0,136.6745408370863,44426659281.57661,2277967480.691483
2022-04-04,solana,1649116800000.0,132.34498367671756,43072219169.516655,2483670638.13783
2022-04-05,solana,1649203200000.0,126.60568047767862,41374924383.733,2136267271.3883832
2022-04-06,solana,1649289600000.0,112.52902554657368,36929750315.179565,3198015612.875086
2022-04-07,solana,1649376000000.0,118.68839511414586,38892547341.88895,2381088467.183991
2022-04-08,solana,1649462400000.0,109.69148769667358,35663008069.967834,2314898911.4950137
2022-04-09,solana,1649548800000.0,113.00645605235755,37007525656.87938,1201163544.2593207
2022-04-10,solana,1649635200000.0,112.17415972141916,36884144376.64433,1163112953.8060896
2022-04-11,solana,1649721600000.0,99.4525253186753,32731502385.0518,2180410357.199723
2022-04-12,solana,1649808000000.0,103.5030349870942,33941121649.55018,2285179235.3492475
2022-04-13,solana,1649894400000.0,104.84447690095557,34394710741.73072,1533589774.7178605
2022-04-14,solana,1649980800000.0,100.73923844736916,33098172133.64845,1652768959.5959563
2022-04-15,solana,1650067200000.0,101.34727865599696,33734041429.04125,1039846461.4171497
2022-04-16,solana,1650153600000.0,102.31192588830538,34194983211.01313,753838887.3536072
2022-04-17,solana,1650240000000.0,100.4425980848116,33314012331.385365,1010545062.3745848
2022-04-18,solana,1650326400000.0,102.2653514381208,34026715047.300804,1645729150.7199407
2022-04-19,solana,1650412800000.0,108.54104696942882,36133130809.64366,1691707373.133408
2022-04-20,solana,1650499200000.0,105.5952606987279,35158424198.86379,1664918521.578962
2022-04-21,solana,1650585600000.0,101.80288174581625,33918138036.798676,1757789782.5788085
2022-04-22,solana,1650672000000.0,100.63914018210745,33613226147.45872,1204999233.8086708
2022-04-23,solana,1650758400000.0,100.76479327231522,33668501950.9363,778991677.6991111
2022-04-24,solana,1650844800000.0,99.17128671058997,33192811336.931053,819713309.5195763
2022-04-25,solana,1650931200000.0,101.29344264300205,33812175574.169964,1553588587.2853208
2022-04-26,solana,1651017600000.0,95.71302246920415,31900244698.208424,1216992668.6442692
2022-04-27,solana,1651104000000.0,98.3678448915887,32839728894.8058,1141929423.6020868
2022-04-28,solana,1651190400000.0,98.00485093884978,32699186204.272743,1172675512.7221277
2022-04-29,solana,1651276800000.0,94.09484079716263,31459421205.330902,1226739530.418352
2022-04-30,solana,1651363200000.0,85.30298356157343,28318851858.6442,1165702569.1965828
2022-05-01,solana,1651449600000.0,89.73834617404604,30026659597.990982,1353041268.675068
2022-05-02,solana,1651536000000.0,87.6049851260926,29293697485.51745,1159472392.7641306
2022-05-03,solana,1651622400000.0,85.88113182978256,28715318659.659317,948338116.737006
2022-05-04,solana,1651708800000.0,92.82061835080546,30994771499.55642,1327465205.0892406
2022-05-05,solana,1651795200000.0,84.62182696838384,28284214619.368317,1637132124.7174425
2022-05-06,solana,1651881600000.0,81.76031251495388,27380670118.60705,1446023145.0954676
2022-05-07,solana,1651968000000.0,79.1909801214645,26603063057.69169,1090782916.94857
2022-05-08,solana,1652054400000.0,74.92241129843457,25191538889.48352,1351838825.944728
2022-05-09,solana,1652140800000.0,63.59080375212239,21563497316.93072,2515612885.9428644
2022-05-10,solana,1652227200000.0,66.73197492092409,22405510212.754276,3263209052.6573524
2022-05-11,solana,1652313600000.0,50.32055764767889,16302314327.382017,3882793179.2718267
2022-05-12,solana,1652400000000.0,44.64907159879217,15038211406.02383,3786283031.466092
2022-05-13,solana,1652486400000.0,48.604749742620285,16446880063.642275,2460641108.5750523
2022-05-14,solana,1652572800000.0,52.53693016663614,17710082184.40001,1495503985.9666162
2022-05-15,solana,1652659200000.0,58.845207179976505,19795956495.33785,1436230716.4213793
2022-05-16,solana,1652745600000.0,53.64872755824407,18091955633.77028,1827404198.1845071
2022-05-17,solana,1652832000000.0,57.41976646466422,19373241293.241146,1508263415.4674506
2022-05-18,solana,1652918400000.0,49.76196637946705,16804431123.837723,1511110400.9093611
2022-05-19,solana,1653004800000.0,52.332264069475926,17743141448.602818,1653750850.1835728
2022-05-20,solana,1653091200000.0,49.58463231269403,16857955013.649868,1528688330.072058
2022-05-21,solana,1653177600000.0,50.34352259407359,17117178967.638582,834922127.3080446
2022-05-22,solana,1653264000000.0,52.767400507738245,17927983077.406696,907949758.6084307
2022-05-23,solana,1653350400000.0,49.12044024307904,16667943417.370811,1478212937.8255913
2022-05-24,solana,1653436800000.0,49.636798974862586,16838184202.890331,1373294087.332745
2022-05-25,solana,1653523200000.0,48.056134850350986,16335715467.127663,1161803907.879002
2022-05-26,solana,1653609600000.0,43.546922400599904,14806873946.379969,2324631757.4733853
2022-05-27,solana,1653696000000.0,40.99753816385139,13886425335.92009,2080433059.2963018
2022-05-28,solana,1653782400000.0,44.46481243620848,15147901018.996235,1266578193.285666
2022-05-29,solana,1653868800000.0,44.92918554220565,15240706243.752535,1285770588.8691306
2022-05-30,solana,1653955200000.0,47.19388053427913,16054338780.311176,1756204402.2952044
2022-05-31,solana,1654041600000.0,45.97177874707522,15607744325.008366,1569956999.7450187
2022-06-01,solana,1654128000000.0,40.24040840767166,13719294294.809011,1528211460.429582
2022-06-02,solana,1654214400000.0,40.889861237118055,13925500009.440636,1645018556.665849
2022-06-03,solana,1654300800000.0,38.27578860880165,12945160667.449034,1353892685.3609943
2022-06-04,solana,1654387200000.0,38.977511864594476,13170913879.692818,1126087087.4100382
2022-06-05,solana,1654473600000.0,38.46322506754232,13116723564.811241,1070849320.4790895
2022-06-06,solana,1654560000000.0,42.41060097547512,14456497792.40814,2033441074.0264156
2022-06-07,solana,1654646400000.0,39.54988117863195,13508568426.035679,1810983946.8089595
2022-06-08,solana,1654732800000.0,38.84247541383652,13274452699.317907,1249666784.6492941
2022-06-09,solana,1654819200000.0,39.968293957459224,13674820596.04396,1272667344.2176604
2022-06-10,solana,1654905600000.0,37.08479689474987,12668804911.432922,1271100605.4660854
2022-06-11,solana,1654992000000.0,33.807388422050096,11572660691.705263,1218255700.9094672
2022-06-12,solana,1655078400000.0,30.743227017287673,10608680978.318361,1436075943.2407134
2022-06-13,solana,1655164800000.0,28.19296638841233,9406103235.502136,2782439336.108326
2022-06-14,solana,1655251200000.0,29.71678758953202,10187884853.022085,2251274075.1695733
2022-06-15,solana,1655337600000.0,34.488080805614366,11709149277.269354,2629566358.3757453
2022-06-16,solana,1655424000000.0,30.07068349379034,10245461840.006529,1921578627.3777452
2022-06-17,solana,1655510400000.0,30.872720498925386,10611942137.884016,1356441011.606505
2022-06-18,solana,1655596800000.0,31.81920871210764,10801954806.837732,1985976665.1509438
2022-06-19,solana,1655683200000.0,34.19205503380821,11668548379.070122,2107037437.9519136
2022-06-20,solana,1655769600000.0,35.469042360178356,12160553284.461643,2113624516.41859
2022-06-21,solana,1655856000000.0,36.13937945011591,12360022351.807024,1722909851.6266644
2022-06-22,solana,1655942400000.0,34.23012589505999,11762783422.768148,1510462542.9317844
2022-06-23,solana,1656028800000.0,38.21182318782288,13147607750.937174,1701452303.388661
2022-06-24,solana,1656115200000.0,42.477220280035226,14600518798.303469,1721984760.7703247
2022-06-25,solana,1656201600000.0,42.386373142046885,14506227735.872713,1289448179.9335928
2022-06-26,solana,1656288000000.0,39.498441762282916,13523527664.973293,1153549984.9586856
2022-06-27,solana,1656374400000.0,38.50106935796682,13201680175.256578,1122612570.61606
2022-06-28,solana,1656460800000.0,35.326033591585926,12087889411.018717,1243120766.4066389
2022-06-29,solana,1656547200000.0,33.91501146159494,11618504834.1876,1300629589.7344081
2022-06-30,solana,1656633600000.0,33.31459552878431,11335169279.75531,1194361731.4780726
2022-07-01,solana,1656720000000.0,33.03847781026744,11439454289.183853,1323586234.6518767
2022-07-02,solana,1656806400000.0,33.42207503046209,11471587893.148573,649702017.3097271
2022-07-03,solana,1656892800000.0,33.44782701859301,11480814253.62638,567550823.1229583
2022-07-04,solana,1656979200000.0,36.77949394045729,12596079600.052696,986918298.1842804
2022-07-05,solana,1657065600000.0,35.32196887460825,12138245305.30001,1434571719.0946403
2022-07-06,solana,1657152000000.0,37.09265792987144,12734796275.5487,1290650060.4876883
2022-07-07,solana,1657238400000.0,38.546664352464504,13277309359.948143,1133093192.2844696
2022-07-08,solana,1657324800000.0,38.594429443195615,13380490031.557814,1426352674.1079457
2022-07-09,solana,1657411200000.0,38.06013313228005,13134459003.717667,623415737.825602
2022-07-10,solana,1657497600000.0,36.72673590110457,12680872339.650648,648503659.1497688
2022-07-11,solana,1657584000000.0,33.50915025006571,11600411536.227007,789921907.7126
2022-07-12,solana,1657670400000.0,32.81893154431144,11406193662.951624,821873017.4891754
2022-07-13,solana,1657756800000.0,34.94649867641145,12072416721.326193,1220534706.7691572
2022-07-14,solana,1657843200000.0,37.17597728466076,12850093050.016483,1328292764.1162877
2022-07-15,solana,1657929600000.0,37.44045111321192,12938130582.027664,1325304479.5640984
2022-07-16,solana,1658016000000.0,39.60146830743091,13666217564.389097,1064139738.9007052
2022-07-17,solana,1658102400000.0,38.62422664809307,13432332940.686584,1087710892.947254
2022-07-18,solana,1658188800000.0,43.68127821391667,14864108116.482193,1523091935.5722816
2022-07-19,solana,1658275200000.0,44.92662577061741,15517487195.968199,2407640203.1217437
2022-07-20,solana,1658361600000.0,42.19129439126226,14654904729.64616,2006723913.839469
2022-07-21,solana,1658448000000.0,43.18589352726285,14946518783.24268,1862704596.082017
2022-07-22,solana,1658534400000.0,40.57509235571396,14004906061.876736,1394893424.65535
2022-07-23,solana,1658620800000.0,40.12586568362252,13860175820.994202,992235932.5388896
2022-07-24,solana,1658707200000.0,40.98522629187172,14275526154.880024,868436701.4011792
2022-07-25,solana,1658793600000.0,36.70021199705349,12694337922.664095,1165279221.010389
2022-07-26,solana,1658880000000.0,36.2281816493087,12538834971.994652,1096644463.4554398
2022-07-27,solana,1658966400000.0,40.29544931385727,14009415149.226555,1502670727.8285682
2022-07-28,solana,1659052800000.0,42.831212766381604,14829428736.730556,1933182890.1452446
2022-07-29,solana,1659139200000.0,42.13988872458668,14752480667.049614,1636823549.5577118
2022-07-30,solana,1659225600000.0,43.80347390626749,15135249027.917732,1727836476.8308892
2022-07-31,solana,1659312000000.0,42.48000309195332,14746724189.24462,1063136070.9609044
2022-08-01,solana,1659398400000.0,41.70142770548663,14458934769.72863,992134330.4912795
2022-08-02,solana,1659484800000.0,40.21202813817764,14143900211.320498,1118387777.702856
2022-08-03,solana,1659571200000.0,38.634063074873644,13359558185.807447,2172402130.6817017
2022-08-04,solana,1659657600000.0,38.94463727964988,13471456881.53044,1243098510.5788705
2022-08-05,solana,1659744000000.0,40.496917469507096,13995005582.457253,1158100840.781711
2022-08-06,solana,1659830400000.0,40.17551021431985,13910405478.086643,656059617.1933181
2022-08-07,solana,1659916800000.0,40.646219845232366,14115646955.218586,582195944.9537838
2022-08-08,solana,1660003200000.0,42.156823142394586,14696098301.05854,1163065597.4171379
2022-08-09,solana,1660089600000.0,40.49015736455393,14091576296.766705,874683627.6302427
2022-08-10,solana,1660176000000.0,42.295780396654315,14682953331.34928,1417788636.165627
2022-08-11,solana,1660262400000.0,42.75287041576665,14901555484.077663,1782051840.4220102
2022-08-12,solana,1660348800000.0,45.34052505434913,15769739253.564829,1081174401.4710395
2022-08-13,solana,1660435200000.0,46.62762818566225,16242663928.464354,1223890252.0075288
2022-08-14,solana,1660521600000.0,44.97769928373126,15707019257.476545,1000632052.6130948
2022-08-15,solana,1660608000000.0,43.902581229420576,15322661204.914495,1018586521.1311351
2022-08-16,solana,1660694400000.0,43.25208387360771,15065562430.299425,1075537996.038997
2022-08-17,solana,1660780800000.0,40.5562855378095,14161164134.098574,1249877706.4194226
2022-08-18,solana,1660867200000.0,39.618894866249,13863255686.50742,824971812.0861026
2022-08-19,solana,1660953600000.0,35.98979542858258,12530469534.206604,1786764403.0995638
2022-08-20,solana,1661040000000.0,35.23183017005089,12256688441.221127,1200537393.533252
2022-08-21,solana,1661126400000.0,36.53272408478192,12815310875.36842,991224706.6295438
2022-08-22,solana,1661212800000.0,35.48979518227352,12352579320.923264,1122987607.7129617
2022-08-23,solana,1661299200000.0,35.705064719424506,12481061524.742058,827899999.1174744
2022-08-24,solana,1661385600000.0,34.98161284031775,12227264266.325634,908130561.79342
2022-08-25,solana,1661472000000.0,35.34736653928148,12346020470.353111,656358314.0354196
2022-08-26,solana,1661558400000.0,31.78642232940313,11046201721.516457,1248900621.3673773
2022-08-27,solana,1661644800000.0,31.639231915430067,11052608204.778694,698084660.9387999
2022-08-28,solana,1661731200000.0,30.630708245633155,10721767532.443155,505611658.52911663
2022-08-29,solana,1661817600000.0,32.4676226051912,11387115687.58702,829387148.7218318
2022-08-30,solana,1661904000000.0,31.460462070253442,11032381033.17492,846296043.2180582
2022-08-31,solana,1661990400000.0,31.453501865317026,10982002954.905945,710498153.0277057
2022-09-01,solana,1662076800000.0,31.62752044554708,11037789630.859673,654715113.9384351
2022-09-02,solana,1662163200000.0,31.196467701402543,10904364506.21477,627140311.5505403
2022-09-03,solana,1662249600000.0,31.076260104837697,10881773797.626608,287508158.29383236
2022-09-04,solana,1662336000000.0,32.14492440492364,11245569490.176376,370560789.6642585
2022-09-05,solana,1662422400000.0,32.21580982933859,11264121877.829931,511686055.75999683
2022-09-06,solana,1662508800000.0,30.932571057846985,10834953198.21636,1208999754.4365814
2022-09-07,solana,1662595200000.0,32.75240078147267,11595827258.284111,796019432.9809626
2022-09-08,solana,1662681600000.0,33.60651304711081,11847628650.711002,927246036.3578213
2022-09-09,solana,1662768000000.0,34.707446929384965,12244442276.894312,1098697449.024227
2022-09-10,solana,1662854400000.0,35.15110408808845,12419481830.60969,675183558.1129656
2022-09-11,solana,1662940800000.0,34.90471667494537,12331013775.49605,712287831.9646752
2022-09-12,solana,1663027200000.0,37.344616214599014,13183798412.038559,1608877258.549003
2022-09-13,solana,1663113600000.0,33.05973266575832,11697896819.864315,1685408590.3072696
2022-09-14,solana,1663200000000.0,34.071010519185705,12027439275.115053,938917179.6482323
2022-09-15,solana,1663286400000.0,33.064248381166855,11742374385.911652,1035640342.7263201
2022-09-16,solana,1663372800000.0,32.18223307870709,11380713338.498137,728064867.9128903
2022-09-17,solana,1663459200000.0,33.76184563714559,11970489829.734241,477780407.4338617
2022-09-18,solana,1663545600000.0,31.08875046830983,11014413847.322668,652419202.8586738
2022-09-19,solana,1663632000000.0,32.71343099163381,11598805636.589422,963739018.810559
2022-09-20,solana,1663718400000.0,31.405493503670975,11136148382.136087,798987431.1913335
2022-09-21,solana,1663804800000.0,30.825149460297027,10920166914.722517,1180925645.8909633
2022-09-22,solana,1663891200000.0,32.46791740152261,11489637349.237127,833383661.5669668
2022-09-23,solana,1663977600000.0,33.71195119466151,11974606498.90307,969718528.5144931
2022-09-24,solana,1664064000000.0,33.5038789488122,11877506512.459015,821677077.6160394
2022-09-25,solana,1664150400000.0,32.32786924066603,11474712536.430689,576312106.3719692
2022-09-26,solana,1664236800000.0,33.85239531271168,11924970586.09745,908933850.0448053
2022-09-27,solana,1664323200000.0,32.76612155979491,11669868172.591715,1221276543.7791965
2022-09-28,solana,1664409600000.0,33.303299964397056,11817378025.545616,958564795.8003093
2022-09-29,solana,1664496000000.0,33.93599567295436,12066578261.8937,949323509.3667252
2022-09-30,solana,1664582400000.0,33.24966351604033,11808862837.8495,1166717015.8559887
2022-10-01,solana,1664668800000.0,32.45579081734204,11538414123.40477,475812174.3197378
2022-10-02,solana,1664755200000.0,32.09702548893108,11395149007.96318,518124769.2139249
2022-10-03,solana,1664841600000.0,32.9839333048039,11735344819.59952,621968801.9772867
2022-10-04,solana,1664928000000.0,34.12979146381925,12125352215.94055,692957762.0497013
2022-10-05,solana,1665014400000.0,34.09322257643218,12104501989.14961,641193220.7004185
2022-10-06,solana,1665100800000.0,33.33775389191098,11847564337.73259,670556864.3795924
2022-10-07,solana,1665187200000.0,32.91839237624644,11692923622.972769,672974282.6869308
2022-10-08,solana,1665273600000.0,32.60000089346164,11634868896.090433,351714131.76632375
2022-10-09,solana,1665360000000.0,32.90519327468117,11733010112.995802,394694049.41824853
2022-10-10,solana,1665446400000.0,31.96971297778321,11448167353.522726,630989029.3279732
2022-10-11,solana,1665532800000.0,30.78828821701152,10986691633.704071,720050451.2850903
2022-10-12,solana,1665619200000.0,31.141224150324152,11138186203.67174,481852424.7749899
2022-10-13,solana,1665705600000.0,30.58269363666032,10936034776.859634,1268002433.7508016
2022-10-14,solana,1665792000000.0,30.03589921524538,10723795928.143963,800163982.9576544
2022-10-15,solana,1665878400000.0,29.576743642363166,10608095633.113876,545155338.8042386
2022-10-16,solana,1665964800000.0,30.166911022944717,10784111501.178593,598450021.1571373
2022-10-17,solana,1666051200000.0,31.244752367609617,11181494599.052498,643752962.6927968
2022-10-18,solana,1666137600000.0,30.20117255023985,10820701606.868002,685750091.5759565
2022-10-19,solana,1666224000000.0,28.896837887443453,10362112405.2089,721536356.0827088
2022-10-20,solana,1666310400000.0,28.066217683059563,10052442946.746214,853073860.6320565
2022-10-21,solana,1666396800000.0,28.106224235014817,10070949099.133055,1004074184.5998532
2022-10-22,solana,1666483200000.0,28.023343879724933,10044295675.710756,488911345.3582951
2022-10-23,solana,1666569600000.0,29.236688692602588,10480620512.612085,670006995.1267443
2022-10-24,solana,1666656000000.0,28.27000912814364,10121680743.469507,739684192.5144422
2022-10-25,solana,1666742400000.0,30.94126246793174,11077575224.180061,1346256624.9263418
2022-10-26,solana,1666828800000.0,31.282585848386002,11203611590.840313,1240751124.7860923
2022-10-27,solana,1666915200000.0,30.645340017734377,11016715358.289034,1179536961.8589184
2022-10-28,solana,1667001600000.0,32.11387302905561,11523992959.017834,1011210916.4982288
2022-10-29,solana,1667088000000.0,32.83944699956292,11775325291.527168,1095984786.7033808
2022-10-30,solana,1667174400000.0,32.90718815746148,11772898715.527397,704167456.2532895
2022-10-31,solana,1667260800000.0,32.601269385086546,11727290548.409676,1142703750.6176102
2022-11-01,solana,1667347200000.0,32.241011165572196,11588937673.913483,1299519862.8820033
2022-11-02,solana,1667433600000.0,30.788368557204965,11076265328.769896,1780701025.102764
2022-11-03,solana,1667520000000.0,30.826600438059216,11061246430.431095,1419473857.644456
2022-11-04,solana,1667606400000.0,33.78843206020886,12137630163.181673,2002856945.8223312
2022-11-05,solana,1667692800000.0,36.718402105659706,13202283372.116499,3501844329.574087
2022-11-06,solana,1667779200000.0,32.77319825330046,11783689545.401735,2458440631.199437
2022-11-07,solana,1667865600000.0,29.549317195242182,10655109386.652067,3400112554.363026
2021-12-31,shiba-inu,1640995200000.0,3.344899673620586e-05,18446881460.696194,812979995.8251015
2022-01-01,shiba-inu,1641081600000.0,3.416419004854114e-05,18746143091.245132,513504800.07797253
2022-01-02,shiba-inu,1641168000000.0,3.4048728127266566e-05,18743982834.368256,508664096.2135272
2022-01-03,shiba-inu,1641254400000.0,3.3203018429209405e-05,18255718056.172894,604029974.5028181
2022-01-04,shiba-inu,1641340800000.0,3.258148828109557e-05,18001325841.16996,607047039.9083998
2022-01-05,shiba-inu,1641427200000.0,3.0578138488625635e-05,16846277325.316029,973728774.5593343
2022-01-06,shiba-inu,1641513600000.0,3.085110120129026e-05,16961671709.919683,1009686168.8235384
2022-01-07,shiba-inu,1641600000000.0,2.9001779127814548e-05,15969962380.168646,1020640456.703205
2022-01-08,shiba-inu,1641686400000.0,2.7844350005432107e-05,15333795499.62655,951595698.1046544
2022-01-09,shiba-inu,1641772800000.0,2.832326327718649e-05,15526997409.32706,617486189.0071386
