dates,coin,date,prices,market_caps,total_vol
2022-10-21,ethereum,1666396800000.0,1299.8019052506386,156673724237.28812,8731620089.4909
2022-10-22,ethereum,1666483200000.0,1313.767778723105,158365108378.3375,4996733236.216461
2022-10-23,ethereum,1666569600000.0,1364.4868713063736,164218113409.75653,7794024007.581724
2022-10-24,ethereum,1666656000000.0,1343.334491985092,161858058865.06808,10789079575.113602
2022-10-25,ethereum,1666742400000.0,1462.0489375629863,176051206695.99817,19624530679.956947
2022-10-26,ethereum,1666828800000.0,1568.7475855708392,189173389239.5451,24505395072.046234
2022-10-27,ethereum,1666915200000.0,1514.8635252533977,182723289741.9848,17752430680.403706
2022-10-28,ethereum,1667001600000.0,1555.0292135813938,187324850268.18915,15641652314.210123
2022-10-29,ethereum,1667088000000.0,1619.4295836277443,195052502985.67032,17044927217.751923
2022-10-30,ethereum,1667174400000.0,1591.0517734961002,191500820025.9781,10366405350.250761
2022-10-31,ethereum,1667260800000.0,1572.979514885975,189478578997.59592,14900137160.396046
2022-11-01,ethereum,1667347200000.0,1580.3787334402593,190428736966.3317,19199900507.15055
2022-11-02,ethereum,1667433600000.0,1520.6383643789845,183368006193.10986,27498708818.133373
2022-11-03,ethereum,1667520000000.0,1531.112630741574,184398997533.25903,22537458293.692245
2022-11-04,ethereum,1667606400000.0,1644.1928578089398,198053929735.65234,36953923774.760704
2022-11-05,ethereum,1667692800000.0,1626.8064304933644,196264485041.5907,21174006976.119827
2022-11-06,ethereum,1667779200000.0,1572.9477769721586,189763621397.94974,22195586345.876583
2022-11-07,ethereum,1667865600000.0,1569.9886360033397,188875473098.02014,30344896841.852493
2021-12-31,tether,1640995200000.0,0.9985822067753996,78396945715.20705,49196717110.794
2022-01-01,tether,1641081600000.0,1.0056235944782979,78778422990.22394,38101900234.8178
2022-01-02,tether,1641168000000.0,1.0004834410206112,78481342990.46407,35584063769.97802
2022-01-03,tether,1641254400000.0,1.0009629642368902,78388221317.46565,49571178475.13844
2022-01-04,tether,1641340800000.0,0.998683448070849,78502373120.63478,52215823893.78333
2022-01-05,tether,1641427200000.0,1.0030243967228383,78772213379.47408,66142943858.51873
2022-01-06,tether,1641513600000.0,1.0011714415556676,78639572254.37476,61506467926.2826
2022-01-07,tether,1641600000000.0,1.0020948041790443,78498478179.95493,76248643217.62045
2022-01-08,tether,1641686400000.0,0.9976930894854255,78296609765.25183,54020042907.91013
2022-01-09,tether,1641772800000.0,0.9994756681661351,78054241928.21689,43865832492.319725
2022-01-10,tether,1641859200000.0,1.0010964178053856,78481657326.50516,61684214451.0833
2022-01-11,tether,1641945600000.0,1.0004184134103478,78555065237.06415,62955340038.965225
2022-01-12,tether,1642032000000.0,1.0009724442124854,78482021769.54866,51924932037.69593
2022-01-13,tether,1642118400000.0,0.9994785132702563,78355483482.74783,51257929068.77951
2022-01-14,tether,1642204800000.0,1.0008938665523355,78464443412.05641,50376244119.025055
2022-01-15,tether,1642291200000.0,0.9997643619664417,78324639022.77094,36607366340.40375
2022-01-16,tether,1642377600000.0,1.0003035122847985,78423364533.0672,37225946173.96483
2022-01-17,tether,1642464000000.0,1.0021094070453456,78444685549.6485,45484203025.236595
2022-01-18,tether,1642550400000.0,1.0000219739771505,78383467334.16917,46772567826.102325
2022-01-19,tether,1642636800000.0,0.9989611725064559,78380618748.3185,44980654361.771034
2022-01-20,tether,1642723200000.0,1.0000747517865742,78282598756.5387,46245235378.69177
2022-01-21,tether,1642809600000.0,0.9992637307756992,78144826788.17023,79895239034.54547
2022-01-22,tether,1642896000000.0,1.002512029618617,78448336904.83098,85185402829.27399
2022-01-23,tether,1642982400000.0,0.9999797822943525,78310182894.22586,56471809484.07798
2022-01-24,tether,1643068800000.0,1.0052319388050988,78669518055.59192,80137055338.21915
2022-01-25,tether,1643155200000.0,1.0014279659130063,78269272661.22821,53644306754.64893
2022-01-26,tether,1643241600000.0,1.0016301524158788,78752828371.71567,60759985595.43315
2022-01-27,tether,1643328000000.0,1.007037931893717,78718773465.92612,50779345547.06622
2022-01-28,tether,1643414400000.0,1.0018345700748814,78249351192.82198,45928958736.335396
2022-01-29,tether,1643500800000.0,1.0031558349203331,78366901630.80772,34858716523.786575
2022-01-30,tether,1643587200000.0,1.0018702555740038,78198382292.98561,30309259657.797886
2022-01-31,tether,1643673600000.0,1.001617418626529,78062781790.12593,37880065303.479805
2022-02-01,tether,1643760000000.0,1.001444586769309,78016936424.95024,36738926224.11053
2022-02-02,tether,1643846400000.0,1.0019361690616142,78038075903.61313,38064751930.15537
2022-02-03,tether,1643932800000.0,1.001402212894569,78064010105.8155,36776101831.00063
2022-02-04,tether,1644019200000.0,1.005529502788197,78063205577.46619,50685760562.36626
2022-02-05,tether,1644105600000.0,1.000455591385744,78062854577.88782,43588245322.142845
2022-02-06,tether,1644192000000.0,1.0003523320463825,78163472783.75064,33266025688.037
2022-02-07,tether,1644278400000.0,1.0012987622509235,78096593702.1292,54365206254.77577
2022-02-08,tether,1644364800000.0,1.0014548302040605,78040221424.51448,60947743992.19939
2022-02-09,tether,1644451200000.0,1.001174307069499,78012911279.40565,46432189640.58866
2022-02-10,tether,1644537600000.0,1.0016565674778903,78515301961.99727,59989477769.37027
2022-02-11,tether,1644624000000.0,1.0020449626089414,78510632875.05116,51966812957.19449
2022-02-12,tether,1644710400000.0,1.0020008637493076,78531121017.32762,39233603347.596634
2022-02-13,tether,1644796800000.0,1.0011599948503922,78636273860.4074,31004587960.23733
2022-02-14,tether,1644883200000.0,1.001155966630674,78558940144.38037,38881809504.44803
2022-02-15,tether,1644969600000.0,0.9995509977044794,78623518666.25392,42565819142.54067
2022-02-16,tether,1645056000000.0,1.000756655397037,78732790424.18773,38282719860.16241
2022-02-17,tether,1645142400000.0,1.0010632835643904,78772769797.8431,46341543317.71934
2022-02-18,tether,1645228800000.0,1.0004173027164918,78727591077.37378,40751384129.85855
2022-02-19,tether,1645315200000.0,1.002343955585375,79138436958.11234,28774290103.614235
2022-02-20,tether,1645401600000.0,1.0010460394543115,79163080614.69766,34349093215.632732
2022-02-21,tether,1645488000000.0,1.0019240318204419,79390647858.42392,51529444154.03208
2022-02-22,tether,1645574400000.0,0.9995265690819911,79377609210.60992,46543371876.529366
2022-02-23,tether,1645660800000.0,1.0019596616808664,79629945704.38928,42296974020.448364
2022-02-24,tether,1645747200000.0,1.0011559240873227,79631571239.38417,82085176750.29387
2022-02-25,tether,1645833600000.0,1.0024861622616956,79474403712.63367,51572337442.00359
2022-02-26,tether,1645920000000.0,1.002471502929657,79679402405.45334,36450975757.51074
2022-02-27,tether,1646006400000.0,1.0025360426190741,79854422104.08676,43608439456.52026
2022-02-28,tether,1646092800000.0,1.0001039995893672,79537958059.76778,58228899349.40055
2022-03-01,tether,1646179200000.0,0.9993903527468111,79425591343.52524,59260916136.981316
2022-03-02,tether,1646265600000.0,1.0012250061922392,79854759317.0957,54698413126.26298
2022-03-03,tether,1646352000000.0,1.0009026478001057,79609484426.04549,48949394776.17179
2022-03-04,tether,1646438400000.0,1.0015430892703179,79843809462.27557,55857406539.94197
2022-03-05,tether,1646524800000.0,1.001638339980918,79862020237.87378,40346648679.51757
2022-03-06,tether,1646611200000.0,1.0009572741070856,80091190392.11061,40268847176.724266
2022-03-07,tether,1646697600000.0,1.0000550864514064,79896920564.49644,53909005589.53851
2022-03-08,tether,1646784000000.0,1.000162522523462,80070927070.8303,51012477502.71424
2022-03-09,tether,1646870400000.0,1.0001962064350902,80044018129.69551,54786660759.04603
2022-03-10,tether,1646956800000.0,1.0009914733294065,80042053179.78703,54043624747.65513
2022-03-11,tether,1647043200000.0,0.9995716448698407,80132712133.51192,47548003128.115746
2022-03-12,tether,1647129600000.0,0.9999665056117946,80116438307.62099,29810718667.115242
2022-03-13,tether,1647216000000.0,1.000709509729981,80129528500.24916,32010808554.124603
2022-03-14,tether,1647302400000.0,0.9997050107093839,80072305020.48819,41243569480.33183
2022-03-15,tether,1647388800000.0,1.0002701882169003,80062438312.3427,41933112358.22615
2022-03-16,tether,1647475200000.0,1.0008959695250852,80082861270.62189,58480673201.282265
2022-03-17,tether,1647561600000.0,1.001182884815684,80158683653.48831,41525704846.59936
2022-03-18,tether,1647648000000.0,1.0013238153741784,80532285250.16223,47704991187.76158
2022-03-19,tether,1647734400000.0,1.0002337243292465,80740243739.43092,41718338151.79512
2022-03-20,tether,1647820800000.0,0.9997056645299373,80827449076.5998,41659828611.01242
2022-03-21,tether,1647907200000.0,1.0002161567819432,80724926154.58902,48077040241.649796
2022-03-22,tether,1647993600000.0,0.9996097475057055,80845440414.56433,54922193565.53534
2022-03-23,tether,1648080000000.0,0.9983480265630348,80751116254.44928,49806641102.023575
2022-03-24,tether,1648166400000.0,0.9996152844491702,80927589776.60255,57449889702.645706
2022-03-25,tether,1648252800000.0,0.9997329751222941,81291023434.88872,54358882016.15232
2022-03-26,tether,1648339200000.0,0.9995156908591945,81304845676.71568,33541378468.56302
2022-03-27,tether,1648425600000.0,0.9987822978903634,81196385910.77495,47314345458.72175
2022-03-28,tether,1648512000000.0,0.9977101902573328,81349955673.2749,68760231988.86754
2022-03-29,tether,1648598400000.0,0.9997415220319847,81664851060.03252,64361346393.19457
2022-03-30,tether,1648684800000.0,0.9993940566500813,81930453189.4068,63808614297.02513
2022-03-31,tether,1648771200000.0,1.0008077952516221,82044965080.22784,71216398927.78795
2022-04-01,tether,1648857600000.0,1.0002796048304283,82105881308.2258,75778712620.1088
2022-04-02,tether,1648944000000.0,0.9996445747743913,82272678352.12729,64785681630.30662
2022-04-03,tether,1649030400000.0,1.000689208610747,82388674420.82678,54545569031.49016
2022-04-04,tether,1649116800000.0,1.0005960915393939,82449008615.80792,65141274081.00011
2022-04-05,tether,1649203200000.0,1.0008745206708878,82412689459.25401,59834020421.38003
2022-04-06,tether,1649289600000.0,0.9997690801748393,82422893105.15454,79495709485.20483
2022-04-07,tether,1649376000000.0,1.0002149312757802,82509660677.2317,56302450091.23148
2022-04-08,tether,1649462400000.0,1.0008544368342465,82582177981.31122,58600559397.987625
2022-04-09,tether,1649548800000.0,1.0006291587185625,82608650898.85965,37078489713.303
2022-04-10,tether,1649635200000.0,1.0009235374761474,82714703437.73296,37485416838.87201
2022-04-11,tether,1649721600000.0,1.0009510266137986,82634863680.08965,64848734795.277466
2022-04-12,tether,1649808000000.0,1.0015217695191903,82881751671.08333,62450044403.596436
2022-04-13,tether,1649894400000.0,1.0015691778028522,82736682156.53658,52779464627.57896
2022-04-14,tether,1649980800000.0,1.0012285369494556,82795954521.31792,48379418415.34399
2022-04-15,tether,1650067200000.0,1.0005182605276972,82766275585.9142,39858532327.79374
2022-04-16,tether,1650153600000.0,1.0009584476884474,82797938661.11595,31915932062.307056
2022-04-17,tether,1650240000000.0,1.0008919375805128,82811298303.06853,35874456217.82452
2022-04-18,tether,1650326400000.0,1.0007810191354598,82792973864.84837,62683460754.04553
2022-04-19,tether,1650412800000.0,0.9996658533214738,82787027489.10574,52203857295.402336
2022-04-20,tether,1650499200000.0,0.9999946212135405,83021908771.50435,58792094904.72536
2022-04-21,tether,1650585600000.0,1.0006163242434516,83120398074.31392,68187502635.603615
2022-04-22,tether,1650672000000.0,1.0001412686631954,83182809347.61438,55616984621.238464
2022-04-23,tether,1650758400000.0,1.0010142684354009,83198500616.62434,35138284203.69233
2022-04-24,tether,1650844800000.0,1.0002185929503484,83221428015.88246,35477151594.79549
2022-04-25,tether,1650931200000.0,1.0001622568202189,83139688331.49197,66371722904.84553
2022-04-26,tether,1651017600000.0,1.0005013171014638,83214573094.12813,62432563644.81657
2022-04-27,tether,1651104000000.0,0.9998493401497465,83154011772.12584,56020755570.758125
2022-04-28,tether,1651190400000.0,0.9996537859861441,83139556788.14339,60407700489.92876
2022-04-29,tether,1651276800000.0,1.0012216168901436,83229249234.98518,58256039342.06173
2022-04-30,tether,1651363200000.0,1.0032689168029283,83424696945.27954,46803422697.199295
2022-05-01,tether,1651449600000.0,1.0013790619870837,83267550080.02553,51024532583.465034
2022-05-02,tether,1651536000000.0,1.0005221894277254,83147512568.42366,54204899478.984985
2022-05-03,tether,1651622400000.0,1.001090151178248,83241023585.97873,42588775990.10183
2022-05-04,tether,1651708800000.0,0.9996788744004061,83185453774.38527,58210506142.83146
2022-05-05,tether,1651795200000.0,1.0003777855190839,83270750870.97081,69231991898.26894
2022-05-06,tether,1651881600000.0,1.0007634262592542,83284503885.03922,62277908159.216255
2022-05-07,tether,1651968000000.0,1.001630847500449,83355823232.93599,43766711609.74511
2022-05-08,tether,1652054400000.0,1.0017268923180958,83279712048.29787,62841996907.1689
2022-05-09,tether,1652140800000.0,1.0002380044477386,83264870157.7176,103063943707.14838
2022-05-10,tether,1652227200000.0,1.001218158481605,83248981251.48763,112588631117.7101
2022-05-11,tether,1652313600000.0,0.9959687792379175,82690895711.44499,149603764419.6389
2022-05-12,tether,1652400000000.0,0.9980525086279798,79438155501.21606,132259308337.14517
2022-05-13,tether,1652486400000.0,1.0006098105286818,78910081379.14339,75813499555.86333
2022-05-14,tether,1652572800000.0,1.0031048134084175,75987316850.90068,54179108733.14907
2022-05-15,tether,1652659200000.0,1.000853787522889,75895175498.49956,48374792028.868126
2022-05-16,tether,1652745600000.0,1.0013712362217597,75855994702.69917,58842890813.476
2022-05-17,tether,1652832000000.0,1.000585742630391,74309953980.40013,48961061703.367714
2022-05-18,tether,1652918400000.0,1.0002281580012902,74284590322.70355,47953137802.733154
2022-05-19,tether,1653004800000.0,1.001081828228837,74305004327.94095,51671115899.792564
2022-05-20,tether,1653091200000.0,1.0012535537972191,73306682137.62425,47031193645.86664
2022-05-21,tether,1653177600000.0,1.0008286824717343,73335816773.29922,29398599782.78087
2022-05-22,tether,1653264000000.0,1.000241015724455,73292755418.56763,33846701614.601044
2022-05-23,tether,1653350400000.0,1.0002489308363216,73293335399.14137,48656268210.312294
2022-05-24,tether,1653436800000.0,1.0000827867553639,73281161166.42685,42574391547.36637
2022-05-25,tether,1653523200000.0,1.0002520711114598,73283972220.11108,41044607104.102905
2022-05-26,tether,1653609600000.0,1.000913417497381,73342226815.48833,58941772868.09168
2022-05-27,tether,1653696000000.0,1.000572052530444,72578744671.24936,59487875388.23608
2022-05-28,tether,1653782400000.0,1.0014754081567552,72569743808.66728,32984797770.589886
2022-05-29,tether,1653868800000.0,1.000287053860536,72631887214.77895,25621699607.25038
2022-05-30,tether,1653955200000.0,1.000411218451647,72546423763.60416,57255328109.99732
2022-05-31,tether,1654041600000.0,0.9992437672892835,72483593605.70987,49972016539.31704
2022-06-01,tether,1654128000000.0,0.9995691882631984,72507199138.61003,54691364502.28903
2022-06-02,tether,1654214400000.0,1.0003054822238002,72606704176.49724,36976444033.34675
2022-06-03,tether,1654300800000.0,1.000424635007025,72574254041.19345,32247511606.470272
2022-06-04,tether,1654387200000.0,1.001021005076998,72563385811.28702,20408536351.025272
2022-06-05,tether,1654473600000.0,1.0001014477721393,72550808924.27303,20339048017.316334
2022-06-06,tether,1654560000000.0,1.0003217943958225,72460594246.57196,38813144709.48214
2022-06-07,tether,1654646400000.0,1.001398919157062,72521860046.8122,52407169265.7973
2022-06-08,tether,1654732800000.0,1.000681381029651,72479902354.95128,40758288442.05518
2022-06-09,tether,1654819200000.0,0.9998560792479723,72483632298.7905,27684871362.012295
2022-06-10,tether,1654905600000.0,1.0003491598181757,72520688667.83943,36433993612.708046
2022-06-11,tether,1654992000000.0,1.0000074399255752,72576221406.54123,36455427345.93367
2022-06-12,tether,1655078400000.0,0.9981758319456596,72537430319.23059,45470539957.97197
2022-06-13,tether,1655164800000.0,1.003878535371738,72574376064.58528,97670512389.2243
2022-06-14,tether,1655251200000.0,1.0008068657262768,71656901175.2088,77729840012.58226
2022-06-15,tether,1655337600000.0,1.0027575782635136,70968169286.60156,85953586536.11925
2022-06-16,tether,1655424000000.0,1.0024399187876885,70235527691.20668,50448023703.66962
2022-06-17,tether,1655510400000.0,1.000689455739328,68278037848.465485,43923972966.941475
2022-06-18,tether,1655596800000.0,1.0009349010751099,68151264125.48352,59241588503.518684
2022-06-19,tether,1655683200000.0,1.0003130006690166,68007814323.779625,55314266867.93907
2022-06-20,tether,1655769600000.0,0.9999209798555834,67174324823.029976,48000738299.93779
2022-06-21,tether,1655856000000.0,0.9995129710953515,67044714784.61816,44528688377.55739
2022-06-22,tether,1655942400000.0,1.0011153911297273,67075479327.27952,41441873470.93056
2022-06-23,tether,1656028800000.0,0.9998742920182467,66969005414.49898,43868691242.77724
2022-06-24,tether,1656115200000.0,0.9973063093540515,66944585773.38764,39867284342.63236
2022-06-25,tether,1656201600000.0,1.000583329546588,66939386054.83684,31310349043.248238
2022-06-26,tether,1656288000000.0,1.0025643221805622,66896800206.77796,29655045289.054756
2022-06-27,tether,1656374400000.0,1.000569556222689,66844453092.32324,46386542636.13615
2022-06-28,tether,1656460800000.0,1.0003343236487499,66839986606.59425,48991691771.60869
2022-06-29,tether,1656547200000.0,1.000997159498762,66515975964.05574,53912475028.56742
2022-06-30,tether,1656633600000.0,0.9970630448384864,66360128640.29797,55599294671.52515
2022-07-01,tether,1656720000000.0,1.0021605938631213,66302770832.38144,63310569395.484764
2022-07-02,tether,1656806400000.0,1.0014859049436156,66302512371.13947,37636103657.92448
2022-07-03,tether,1656892800000.0,1.000758919716986,66115548336.29838,37816572789.86819
2022-07-04,tether,1656979200000.0,0.9997966988685488,66068105560.54174,47779833723.51042
2022-07-05,tether,1657065600000.0,0.9989114936835196,65971651201.83549,54410348935.16554
2022-07-06,tether,1657152000000.0,0.9994609573231975,65985847014.49804,51804920793.75628
2022-07-07,tether,1657238400000.0,1.0009280890702419,66058697133.58462,46101885052.58206
2022-07-08,tether,1657324800000.0,1.002874734302833,66180636451.069885,66056522019.2848
2022-07-09,tether,1657411200000.0,1.0009326456865346,66001881637.05004,50504901220.45543
2022-07-10,tether,1657497600000.0,1.0000567158769318,65994672794.216354,48915494239.608665
2022-07-11,tether,1657584000000.0,1.0002150088569561,65967920675.79629,47010615497.16083
2022-07-12,tether,1657670400000.0,1.0005471433364475,65924529650.69398,46735438947.48022
2022-07-13,tether,1657756800000.0,1.000792607239174,66037742419.186584,57372856754.628365
2022-07-14,tether,1657843200000.0,0.9998924467410043,65822635783.93115,55627617722.75524
2022-07-15,tether,1657929600000.0,0.9981328565690334,65773604144.96095,48311326146.02206
2022-07-16,tether,1658016000000.0,0.9995886274725434,65849217963.17656,39784557348.268524
2022-07-17,tether,1658102400000.0,0.99960320952808,65850178575.29938,97209236866.97978
2022-07-18,tether,1658188800000.0,1.001980812638723,65849963622.2697,74599472762.12216
2022-07-19,tether,1658275200000.0,0.9999311903587015,65918469156.427505,76153937997.56937
2022-07-20,tether,1658361600000.0,1.0002471271640565,65892597498.04063,70821025764.34108
2022-07-21,tether,1658448000000.0,0.9997382595983025,65951824235.333176,59647310765.2657
2022-07-22,tether,1658534400000.0,1.0002496307277506,65854001213.285965,56089014934.2524
2022-07-23,tether,1658620800000.0,1.0017963050753105,65941857078.86505,48176456986.33117
2022-07-24,tether,1658707200000.0,0.9999470829036579,66009063586.28748,49823293434.56326
2022-07-25,tether,1658793600000.0,1.001909380755624,66109067857.12983,57326014506.90179
2022-07-26,tether,1658880000000.0,1.0011127252095455,65949619909.8602,55300482214.819466
2022-07-27,tether,1658966400000.0,0.999394558476252,65938951130.35061,67731139772.19216
2022-07-28,tether,1659052800000.0,0.9992808277936228,65896189151.3972,908986948368.2067
2022-07-29,tether,1659139200000.0,1.0004956846069037,66064247521.139114,71040850998.63116
2022-07-30,tether,1659225600000.0,1.000525950869993,65998757244.06003,54545523440.54871
2022-07-31,tether,1659312000000.0,1.0012843339941335,65871066520.41806,50160771896.33053
2022-08-01,tether,1659398400000.0,1.002590053008295,65897271979.41255,53506289496.41531
2022-08-02,tether,1659484800000.0,1.0025511168982089,65946593628.24624,58434158987.97218
2022-08-03,tether,1659571200000.0,1.0013672449436495,66048905466.55481,50576621793.81834
2022-08-04,tether,1659657600000.0,1.0013739325659168,65884052340.8804,47087513786.0626
2022-08-05,tether,1659744000000.0,1.0008735772025403,65906913334.12349,51657464597.89725
2022-08-06,tether,1659830400000.0,1.0009095495328149,65935699280.72453,36100819178.885475
2022-08-07,tether,1659916800000.0,1.0000955135553273,65900531595.862015,31965805747.839172
2022-08-08,tether,1660003200000.0,1.0016181404794813,66588298054.16226,51732933511.28372
2022-08-09,tether,1660089600000.0,1.0020644319854812,66643782686.95675,46268391132.19034
2022-08-10,tether,1660176000000.0,1.0005953454285392,66824158933.72832,58980574520.07758
2022-08-11,tether,1660262400000.0,0.9999155266565811,66803034990.50529,62752878357.1193
2022-08-12,tether,1660348800000.0,1.0019987140879605,67033676582.9512,46371786468.18651
2022-08-13,tether,1660435200000.0,1.0005879906034247,67336058431.295265,43537342749.04279
2022-08-14,tether,1660521600000.0,0.9995331457337292,67391244058.67241,44885263235.04348
2022-08-15,tether,1660608000000.0,1.001841665902949,67652985767.09705,57625412321.61975
2022-08-16,tether,1660694400000.0,1.0009894925382294,67628387530.74783,48208349895.61974
2022-08-17,tether,1660780800000.0,1.000875305217222,67661309991.09669,54358380616.31724
2022-08-18,tether,1660867200000.0,1.0012405130032545,67599397338.533615,42090137658.37553
2022-08-19,tether,1660953600000.0,1.0033352349722349,67613790592.34826,63302882757.68369
2022-08-20,tether,1661040000000.0,1.0008164940622664,67636574571.28297,46233757335.90432
2022-08-21,tether,1661126400000.0,1.0029696738139535,67709967896.07332,42255111231.61164
2022-08-22,tether,1661212800000.0,1.0007019012345473,67459980598.661224,50548635958.83002
2022-08-23,tether,1661299200000.0,1.0012089313245762,67595655943.20196,56598212569.37236
2022-08-24,tether,1661385600000.0,1.0009411985366758,67662286384.41471,37039750574.43712
2022-08-25,tether,1661472000000.0,1.0008814201827085,67607803889.07153,34809123287.71343
2022-08-26,tether,1661558400000.0,1.0036789592741073,67603617552.80545,44419821917.54289
2022-08-27,tether,1661644800000.0,1.0006185613501988,67491483345.88653,30622120566.75287
2022-08-28,tether,1661731200000.0,1.0035703965162415,67758458419.37183,23155042045.79103
2022-08-29,tether,1661817600000.0,1.0014288003625917,67565637622.98869,35417745060.284706
2022-08-30,tether,1661904000000.0,0.9995544629014373,67519668194.44912,38865747816.686295
2022-08-31,tether,1661990400000.0,0.9996408880046704,67580452604.835976,36863645337.5263
2022-09-01,tether,1662076800000.0,1.0009025303430277,67566686586.32284,34802151033.14091
2022-09-02,tether,1662163200000.0,1.0004663313496631,67589758604.17418,33809698241.793972
2022-09-03,tether,1662249600000.0,1.0013142277388347,67621840541.26844,23428663482.634327
2022-09-04,tether,1662336000000.0,1.0000282371585272,67552311534.993935,23937730079.25085
2022-09-05,tether,1662422400000.0,0.9976409830850305,67462799318.13787,30224237112.899185
2022-09-06,tether,1662508800000.0,1.000533131699609,67553030576.27932,52031455666.864075
2022-09-07,tether,1662595200000.0,1.0001430707949726,67550650693.042984,42962093145.40324
2022-09-08,tether,1662681600000.0,1.00024511262873,67563856236.753395,40601398955.8924
2022-09-09,tether,1662768000000.0,1.0006808085641168,67559691716.583244,58186783978.807365
2022-09-10,tether,1662854400000.0,1.001126844567952,67616934268.85489,44922345455.78997
2022-09-11,tether,1662940800000.0,0.9987141519897952,67621935137.52143,38020536333.84481
2022-09-12,tether,1663027200000.0,0.9987535962328009,67670900660.71105,52565815667.173744
2022-09-13,tether,1663113600000.0,0.9997880847922771,67937100888.36377,58063643357.98546
2022-09-14,tether,1663200000000.0,1.000629490269563,67875153355.231544,46713912644.377174
2022-09-15,tether,1663286400000.0,1.0002190356530958,67891357718.121574,50060584473.28158
2022-09-16,tether,1663372800000.0,0.9997480764150961,67984908907.33317,39890000684.23793
2022-09-17,tether,1663459200000.0,1.0002595756294854,67929683638.52679,28768839342.097153
2022-09-18,tether,1663545600000.0,1.0017357519975174,68047634333.75496,37379866281.023186
2022-09-19,tether,1663632000000.0,0.9999488114654055,67939949725.58882,49397242980.145035
2022-09-20,tether,1663718400000.0,0.999982284892132,68008979229.87418,41212254916.07298
2022-09-21,tether,1663804800000.0,1.0008413506665708,68008869299.22897,49684226032.52437
2022-09-22,tether,1663891200000.0,1.0003815920871861,67906039948.3166,45518094563.55377
2022-09-23,tether,1663977600000.0,1.0008938283059103,68027171287.0883,46315125196.18761
2022-09-24,tether,1664064000000.0,1.0005142731495034,67976902021.59561,31895001290.073803
2022-09-25,tether,1664150400000.0,1.0008204232881066,68047936265.74275,28190433126.979965
2022-09-26,tether,1664236800000.0,1.0010680881842458,67930817962.00264,184413798299.58835
2022-09-27,tether,1664323200000.0,1.0006753044546857,67982225347.23598,59462886554.4584
2022-09-28,tether,1664409600000.0,1.0016855666339106,68019534015.30044,53408344753.0263
2022-09-29,tether,1664496000000.0,0.9999827356842071,68018936942.06588,43981415821.69666
2022-09-30,tether,1664582400000.0,1.0008682490919651,68032463504.97388,44169815650.11315
2022-10-01,tether,1664668800000.0,1.000525820081537,67985211418.08468,21668992633.688766
2022-10-02,tether,1664755200000.0,1.0019758689613976,67852870798.587524,23799534339.291355
2022-10-03,tether,1664841600000.0,0.9999689833860179,67955487841.613365,32437902531.47961
2022-10-04,tether,1664928000000.0,1.0001903996024886,68146472900.634766,35921416944.899734
2022-10-05,tether,1665014400000.0,0.9998863883696085,68249512085.343575,34389944867.26382
2022-10-06,tether,1665100800000.0,1.000209876870579,68240186691.13497,36750092116.7274
2022-10-07,tether,1665187200000.0,1.0016397444331944,68360023403.83701,31438334493.592606
2022-10-08,tether,1665273600000.0,1.0002425931347363,68384660011.30266,17963983007.547638
2022-10-09,tether,1665360000000.0,1.0002496130811345,68308301853.70279,18466922347.504112
2022-10-10,tether,1665446400000.0,1.0000768568275784,68465529813.593346,30080548476.6878
2022-10-11,tether,1665532800000.0,1.0003855286005323,68428561681.45524,31641663466.52827
2022-10-12,tether,1665619200000.0,1.0000606748135323,68433385613.54075,27880038583.928944
2022-10-13,tether,1665705600000.0,1.0004621645499994,68454082242.04629,47643304506.82852
2022-10-14,tether,1665792000000.0,1.0007800264523838,68389617989.81952,41444709430.76257
2022-10-15,tether,1665878400000.0,1.0001653257329997,68388940699.011696,19333334085.86333
2022-10-16,tether,1665964800000.0,1.0001040458178823,68445138503.118774,21715929164.966774
2022-10-17,tether,1666051200000.0,1.0000365528779167,68416637689.73752,30096016792.83464
2022-10-18,tether,1666137600000.0,0.9997913618017134,68473113039.735085,31092126677.319115
2022-10-19,tether,1666224000000.0,1.0007946853290213,68452826677.49308,31334359788.156036
2022-10-20,tether,1666310400000.0,0.999756983687424,68446610236.90032,32639750034.81643
2022-10-21,tether,1666396800000.0,1.0000824534348054,68465349602.0029,37548310707.929756
2022-10-22,tether,1666483200000.0,0.9999683452111616,68458383191.545166,19582168293.08256
2022-10-23,tether,1666569600000.0,0.9994351849351343,68424379026.95898,27459706506.54703
2022-10-24,tether,1666656000000.0,0.9989384081114514,68401790564.43543,37229553780.411156
2022-10-25,tether,1666742400000.0,0.9998878276861547,68515959469.884926,52750656997.382195
2022-10-26,tether,1666828800000.0,1.000024986168923,68539062510.87245,66871458415.177536
2022-10-27,tether,1666915200000.0,0.9997997533795946,68889141732.72426,56959640808.52499
2022-10-28,tether,1667001600000.0,0.9996207760018387,68964914947.12599,51258331483.202354
2022-10-29,tether,1667088000000.0,0.9999481872906462,69095205493.06725,58797054524.7859
2022-10-30,tether,1667174400000.0,1.00005289226143,69094359478.10323,44213807579.337006
2022-10-31,tether,1667260800000.0,0.9997744061325425,69380585989.30975,56271256469.37851
2022-11-01,tether,1667347200000.0,1.0002449072264061,69425689152.10635,57085293472.77686
2022-11-02,tether,1667433600000.0,1.0004578181627852,69431437615.846,70398948700.71053
